name,party,district,list_state,candidate_id,candidate_url,answered,n_answers,district_no
Briga Friederike Krikau,AfD,Rendsburg-Eckernförde,Schleswig-Holstein,27321,https://www.wen-waehlen.de/btw13/kandidaten/27321-briga-friederike-krikau.html,FALSE,0,4
Detlef Martin Matthiessen,GRÜNE,Rendsburg-Eckernförde,NA,23845,https://www.wen-waehlen.de/btw13/kandidaten/23845-detlef-martin-matthiessen.html,FALSE,0,4
Sönke Rix,SPD,Rendsburg-Eckernförde,Schleswig-Holstein,26252,https://www.wen-waehlen.de/btw13/kandidaten/26252-soenke-rix.html,TRUE,65,4
Rudolf Reinhard Rosenthal,NPD,Rendsburg-Eckernförde,NA,25406,https://www.wen-waehlen.de/btw13/kandidaten/25406-rudolf-reinhard-rosenthal.html,FALSE,0,4
Dr. Johann David Wadephul,CDU,Rendsburg-Eckernförde,Schleswig-Holstein,24200,https://www.wen-waehlen.de/btw13/kandidaten/24200-johann-david-wadephul.html,FALSE,0,4
Luise Amtsberg,GRÜNE,Kiel,Schleswig-Holstein,23846,https://www.wen-waehlen.de/btw13/kandidaten/23846-luise-amtsberg.html,TRUE,65,5
Dr. Hans-Peter Bartels,SPD,Kiel,Schleswig-Holstein,26253,https://www.wen-waehlen.de/btw13/kandidaten/26253-hans-peter-bartels.html,TRUE,65,5
Sebastian Blumenthal,FDP,Kiel,Schleswig-Holstein,24902,https://www.wen-waehlen.de/btw13/kandidaten/24902-sebastian-blumenthal.html,TRUE,65,5
Bastian Grundmann,PIRATEN,Kiel,NA,25927,https://www.wen-waehlen.de/btw13/kandidaten/25927-bastian-grundmann.html,TRUE,65,5
Hermann Josef Andreas Gutsche,NPD,Kiel,Schleswig-Holstein,25407,https://www.wen-waehlen.de/btw13/kandidaten/25407-hermann-josef-andreas-gutsche.html,FALSE,0,5
Luise Amtsberg,GRÜNE,Kiel,NA,27136,https://www.wen-waehlen.de/btw13/kandidaten/27136-gerald-hohmann.html,TRUE,65,5
Helmut Lemke,RENTNER,Kiel,Schleswig-Holstein,27377,https://www.wen-waehlen.de/btw13/kandidaten/27377-helmut-lemke.html,FALSE,0,5
Raju Sharma,DIE LINKE,Kiel,NA,24573,https://www.wen-waehlen.de/btw13/kandidaten/24573-raju-sharma.html,FALSE,0,5
Arne Stanneck,AfD,Kiel,Schleswig-Holstein,27930,https://www.wen-waehlen.de/btw13/kandidaten/27930-arne-stanneck.html,FALSE,0,5
Thomas Stritzl,CDU,Kiel,Schleswig-Holstein,24201,https://www.wen-waehlen.de/btw13/kandidaten/24201-thomas-stritzl.html,TRUE,65,5
Lorenz Gösta Beutin,DIE LINKE,Plön – Neumünster,NA,24574,https://www.wen-waehlen.de/btw13/kandidaten/24574-lorenz-goesta-beutin.html,TRUE,65,6
Dipl.-Verwaltungswirt Bernhard Dierdorf,GRÜNE,Plön – Neumünster,NA,23847,https://www.wen-waehlen.de/btw13/kandidaten/23847-bernhard-dierdorf.html,TRUE,65,6
Dr. Karin Sigrid Elisabeth Kaiser,AfD,Plön – Neumünster,Schleswig-Holstein,27203,https://www.wen-waehlen.de/btw13/kandidaten/27203-karin-sigrid-elisabeth-kaiser.html,FALSE,0,6
Dr. Birgit Malecha-Nissen,SPD,Plön – Neumünster,Schleswig-Holstein,26254,https://www.wen-waehlen.de/btw13/kandidaten/26254-birgit-malecha-nissen.html,TRUE,65,6
Peter Heinz Matthiesen,PIRATEN,Plön – Neumünster,NA,25928,https://www.wen-waehlen.de/btw13/kandidaten/25928-peter-heinz-matthiesen.html,TRUE,65,6
Dr. Philipp Alexander Murmann,CDU,Plön – Neumünster,Schleswig-Holstein,24202,https://www.wen-waehlen.de/btw13/kandidaten/24202-philipp-alexander-murmann.html,FALSE,0,6
Dipl.-Ing. Daniel Nordhorn,NPD,Plön – Neumünster,Schleswig-Holstein,25408,https://www.wen-waehlen.de/btw13/kandidaten/25408-daniel-nordhorn.html,TRUE,65,6
Dr. Frank Schepke,Kennwort: Regionalgeld S.-H. e.V. KannWas,Plön – Neumünster,NA,27782,https://www.wen-waehlen.de/btw13/kandidaten/27782-frank-schepke.html,FALSE,0,6
Martin Josef Wolf,FDP,Plön – Neumünster,Schleswig-Holstein,24903,https://www.wen-waehlen.de/btw13/kandidaten/24903-martin-josef-wolf.html,FALSE,0,6
Dr. Sebastian Hausmann,AfD,Pinneberg,Schleswig-Holstein,27063,https://www.wen-waehlen.de/btw13/kandidaten/27063-sebastian-hausmann.html,FALSE,0,7
Olaf Klampe,FDP,Pinneberg,Schleswig-Holstein,24904,https://www.wen-waehlen.de/btw13/kandidaten/24904-olaf-klampe.html,FALSE,0,7
Cornelia Möhring,DIE LINKE,Pinneberg,Schleswig-Holstein,24575,https://www.wen-waehlen.de/btw13/kandidaten/24575-cornelia-ilse-moehring.html,TRUE,65,7
Birgitt Piepgras,PIRATEN,Pinneberg,Schleswig-Holstein,25929,https://www.wen-waehlen.de/btw13/kandidaten/25929-birgitt-piepgras.html,TRUE,65,7
Dr. Ernst Dieter Rossmann,SPD,Pinneberg,Schleswig-Holstein,26255,https://www.wen-waehlen.de/btw13/kandidaten/26255-ernst-dieter-rossmann.html,TRUE,65,7
Dr. Ole Schröder,CDU,Pinneberg,Schleswig-Holstein,24203,https://www.wen-waehlen.de/btw13/kandidaten/24203-ole-schroeder.html,FALSE,0,7
Ingo Stawitz,NPD,Pinneberg,Schleswig-Holstein,25409,https://www.wen-waehlen.de/btw13/kandidaten/25409-ingo-stawitz.html,FALSE,0,7
Dr. Valerie Wilms,GRÜNE,Pinneberg,Schleswig-Holstein,23848,https://www.wen-waehlen.de/btw13/kandidaten/23848-valerie-wilms.html,TRUE,65,7
Miro Volker Berbig,DIE LINKE,Segeberg – Stormarn-Mitte,NA,24576,https://www.wen-waehlen.de/btw13/kandidaten/24576-miro-volker-berbig.html,FALSE,0,8
Klaus-Peter Eberhard,FDP,Segeberg – Stormarn-Mitte,Schleswig-Holstein,24905,https://www.wen-waehlen.de/btw13/kandidaten/24905-klaus-peter-eberhard.html,TRUE,65,8
Oliver Grube,PIRATEN,Segeberg – Stormarn-Mitte,Schleswig-Holstein,25930,https://www.wen-waehlen.de/btw13/kandidaten/25930-oliver-grube.html,TRUE,65,8
Henry Karl Heinrich Johannsen,NPD,Segeberg – Stormarn-Mitte,NA,25410,https://www.wen-waehlen.de/btw13/kandidaten/25410-henry-karl-heinrich-johannsen.html,FALSE,0,8
Jörg Michael Nobis,AfD,Segeberg – Stormarn-Mitte,Schleswig-Holstein,27564,https://www.wen-waehlen.de/btw13/kandidaten/27564-joerg-michael-nobis.html,FALSE,0,8
Rainer Schuchardt,FREIE WÄHLER,Segeberg – Stormarn-Mitte,Schleswig-Holstein,27854,https://www.wen-waehlen.de/btw13/kandidaten/27854-rainer-schuchardt.html,FALSE,0,8
Peter Ferdinand Stoltenberg,GRÜNE,Segeberg – Stormarn-Mitte,NA,23849,https://www.wen-waehlen.de/btw13/kandidaten/23849-peter-ferdinand-stoltenberg.html,TRUE,65,8
Gero Storjohann,CDU,Segeberg – Stormarn-Mitte,Schleswig-Holstein,24204,https://www.wen-waehlen.de/btw13/kandidaten/24204-gero-storjohann.html,TRUE,65,8
Franz Thönnes,SPD,Segeberg – Stormarn-Mitte,Schleswig-Holstein,26256,https://www.wen-waehlen.de/btw13/kandidaten/26256-franz-thoennes.html,FALSE,0,8
Dr. Bernd Klaus Buchholz,FDP,Ostholstein – Stormarn-Nord,Schleswig-Holstein,24906,https://www.wen-waehlen.de/btw13/kandidaten/24906-bernd-klaus-buchholz.html,FALSE,0,9
Maria-Elisabeth Fritzen,GRÜNE,Ostholstein – Stormarn-Nord,NA,23850,https://www.wen-waehlen.de/btw13/kandidaten/23850-maria-elisabeth-fritzen.html,TRUE,65,9
Ingo Gädechens,CDU,Ostholstein – Stormarn-Nord,Schleswig-Holstein,24205,https://www.wen-waehlen.de/btw13/kandidaten/24205-ingo-gaedechens.html,TRUE,65,9
Bettina Hagedorn,SPD,Ostholstein – Stormarn-Nord,Schleswig-Holstein,26257,https://www.wen-waehlen.de/btw13/kandidaten/26257-bettina-hagedorn.html,TRUE,65,9
Sven Wolfgang Jörns,PIRATEN,Ostholstein – Stormarn-Nord,NA,25931,https://www.wen-waehlen.de/btw13/kandidaten/25931-sven-wolfgang-joerns.html,TRUE,65,9
Stefan Koch,NPD,Ostholstein – Stormarn-Nord,Schleswig-Holstein,25411,https://www.wen-waehlen.de/btw13/kandidaten/25411-stefan-koch.html,FALSE,0,9
Karin Kohlmorgen,DIE LINKE,Ostholstein – Stormarn-Nord,NA,24577,https://www.wen-waehlen.de/btw13/kandidaten/24577-karin-kohlmorgen.html,FALSE,0,9
Sven Schmidt,AfD,Ostholstein – Stormarn-Nord,NA,27826,https://www.wen-waehlen.de/btw13/kandidaten/27826-sven-schmidt.html,FALSE,0,9
Norbert Brackmann,CDU,Herzogtum Lauenburg – Stormarn-Süd,Schleswig-Holstein,24206,https://www.wen-waehlen.de/btw13/kandidaten/24206-norbert-brackmann.html,TRUE,65,10
Heinrich Förster,NPD,Herzogtum Lauenburg – Stormarn-Süd,NA,25412,https://www.wen-waehlen.de/btw13/kandidaten/25412-heinrich-foerster.html,FALSE,0,10
Dr. Axel Gehrke,AfD,Herzogtum Lauenburg – Stormarn-Süd,Schleswig-Holstein,26953,https://www.wen-waehlen.de/btw13/kandidaten/26953-axel-gehrke.html,FALSE,0,10
Dr. Christel Erika Happach-Kasan,FDP,Herzogtum Lauenburg – Stormarn-Süd,Schleswig-Holstein,24907,https://www.wen-waehlen.de/btw13/kandidaten/24907-christel-erika-happach-kasan.html,FALSE,0,10
Wolfgang Heimann,Kennwort: bedingungsloses Grundeinkommen,Herzogtum Lauenburg – Stormarn-Süd,NA,27077,https://www.wen-waehlen.de/btw13/kandidaten/27077-wolfgang-heimann.html,FALSE,0,10
Karsten Kiehn,PIRATEN,Herzogtum Lauenburg – Stormarn-Süd,NA,25922,https://www.wen-waehlen.de/btw13/kandidaten/25922-karsten-kiehn.html,TRUE,65,10
Dr. Nina Scheer,SPD,Herzogtum Lauenburg – Stormarn-Süd,Schleswig-Holstein,26258,https://www.wen-waehlen.de/btw13/kandidaten/26258-nina-scheer.html,TRUE,65,10
Dr. Konstantin von Notz,GRÜNE,Herzogtum Lauenburg – Stormarn-Süd,Schleswig-Holstein,23851,https://www.wen-waehlen.de/btw13/kandidaten/23851-konstantin-von-notz.html,TRUE,65,10
Ilka Daniela Wenzelis,DIE LINKE,Herzogtum Lauenburg – Stormarn-Süd,NA,24578,https://www.wen-waehlen.de/btw13/kandidaten/24578-ilka-daniela-wenzelis.html,FALSE,0,10
Spiridon Aslanidis,GRÜNE,Lübeck,Schleswig-Holstein,23852,https://www.wen-waehlen.de/btw13/kandidaten/23852-spiridon-aslanidis.html,FALSE,0,11
Alexandra Dinges-Dierig,CDU,Lübeck,Schleswig-Holstein,24207,https://www.wen-waehlen.de/btw13/kandidaten/24207-alexandra-dinges-dierig.html,FALSE,0,11
Christoph Elfenkämper,AfD,Lübeck,Schleswig-Holstein,26845,https://www.wen-waehlen.de/btw13/kandidaten/26845-christoph-elfenkaemper.html,FALSE,0,11
Gabriele Hiller-Ohm,SPD,Lübeck,Schleswig-Holstein,26259,https://www.wen-waehlen.de/btw13/kandidaten/26259-gabriele-therese-hedwig-hiller-ohm.html,TRUE,65,11
Gerrit Koch,FDP,Lübeck,Schleswig-Holstein,24908,https://www.wen-waehlen.de/btw13/kandidaten/24908-gerrit-koch.html,TRUE,65,11
Thomas Walter Friedrich Misch,FREIE WÄHLER,Lübeck,Schleswig-Holstein,27502,https://www.wen-waehlen.de/btw13/kandidaten/27502-thomas-walter-friedrich-misch.html,FALSE,0,11
Kai Otzen,NPD,Lübeck,Schleswig-Holstein,25413,https://www.wen-waehlen.de/btw13/kandidaten/25413-kai-otzen.html,FALSE,0,11
Jens Uwe Schulz,DIE LINKE,Lübeck,Schleswig-Holstein,24579,https://www.wen-waehlen.de/btw13/kandidaten/24579-jens-uwe-schulz.html,FALSE,0,11
Moritz von Allwörden,PIRATEN,Lübeck,NA,25923,https://www.wen-waehlen.de/btw13/kandidaten/25923-moritz-von-allwoerden.html,FALSE,0,11
Brigitte Inge Ahlgrim,Kennwort: Wählergruppe Ahlgrim,Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,NA,26546,https://www.wen-waehlen.de/btw13/kandidaten/26546-brigitte-inge-ahlgrim.html,FALSE,0,12
Dr. Sabine Bank,FREIE WÄHLER,Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,Mecklenburg-Vorpommern,25039,https://www.wen-waehlen.de/btw13/kandidaten/25039-sabine-bank.html,TRUE,65,12
Dr. Dietmar Gerhard Bartsch,DIE LINKE,Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,Mecklenburg-Vorpommern,24406,https://www.wen-waehlen.de/btw13/kandidaten/24406-dietmar-gerhard-bartsch.html,FALSE,0,12
Benno Falk,Kennwort: Wählergruppe Falk,Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,NA,26864,https://www.wen-waehlen.de/btw13/kandidaten/26864-benno-falk.html,FALSE,0,12
Frank Fiedler,GRÜNE,Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,Mecklenburg-Vorpommern,23673,https://www.wen-waehlen.de/btw13/kandidaten/23673-frank-fiedler.html,TRUE,65,12
Hans-Joachim Hacker,SPD,Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,Mecklenburg-Vorpommern,26105,https://www.wen-waehlen.de/btw13/kandidaten/26105-hans-joachim-hacker.html,TRUE,65,12
Thomas Heldberg,FDP,Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,Mecklenburg-Vorpommern,24754,https://www.wen-waehlen.de/btw13/kandidaten/24754-thomas-heldberg.html,TRUE,65,12
Karsten Erich Theodor Jagau,PIRATEN,Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,Mecklenburg-Vorpommern,25733,https://www.wen-waehlen.de/btw13/kandidaten/25733-karsten-erich-theodor-jagau.html,TRUE,65,12
Dietrich Monstadt,CDU,Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,Mecklenburg-Vorpommern,24047,https://www.wen-waehlen.de/btw13/kandidaten/24047-dietrich-monstadt.html,TRUE,65,12
Udo Michael Wilhelm Pastörs,NPD,Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,Mecklenburg-Vorpommern,25272,https://www.wen-waehlen.de/btw13/kandidaten/25272-udo-michael-wilhelm-pastoers.html,FALSE,0,12
Dr. Gertrud Paula Martina Bunge,DIE LINKE,Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I,Mecklenburg-Vorpommern,24407,https://www.wen-waehlen.de/btw13/kandidaten/24407-gertrud-paula-martina-bunge.html,FALSE,0,13
René Domke,FDP,Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I,Mecklenburg-Vorpommern,24755,https://www.wen-waehlen.de/btw13/kandidaten/24755-rene-domke.html,TRUE,65,13
Gustav Wolf Viktor Asche Graf von Westarp,FREIE WÄHLER,Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I,Mecklenburg-Vorpommern,25040,https://www.wen-waehlen.de/btw13/kandidaten/25040-gustav-wolf-viktor-asche-graf-von-westarp.html,TRUE,65,13
Frank Junge,SPD,Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I,Mecklenburg-Vorpommern,26106,https://www.wen-waehlen.de/btw13/kandidaten/26106-frank-michael-junge.html,TRUE,65,13
Dennis Klüver,PIRATEN,Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I,Mecklenburg-Vorpommern,25734,https://www.wen-waehlen.de/btw13/kandidaten/25734-dennis-kluever.html,TRUE,65,13
Stefan Köster,NPD,Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I,NA,25273,https://www.wen-waehlen.de/btw13/kandidaten/25273-stefan-koester.html,FALSE,0,13
Ulrike Seemann-Katz,GRÜNE,Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I,Mecklenburg-Vorpommern,23674,https://www.wen-waehlen.de/btw13/kandidaten/23674-ulrike-seemann-katz.html,TRUE,65,13
Karin Strenz,CDU,Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I,Mecklenburg-Vorpommern,24048,https://www.wen-waehlen.de/btw13/kandidaten/24048-karin-strenz.html,FALSE,0,13
Steffen Bockhahn,DIE LINKE,Rostock – Landkreis Rostock II,Mecklenburg-Vorpommern,24408,https://www.wen-waehlen.de/btw13/kandidaten/24408-steffen-bockhahn.html,TRUE,65,14
Klaus-Dieter Gabbert,FREIE WÄHLER,Rostock – Landkreis Rostock II,Mecklenburg-Vorpommern,25041,https://www.wen-waehlen.de/btw13/kandidaten/25041-klaus-dieter-gabbert.html,TRUE,65,14
Christian Kleiminger,SPD,Rostock – Landkreis Rostock II,Mecklenburg-Vorpommern,26107,https://www.wen-waehlen.de/btw13/kandidaten/26107-christian-kleiminger.html,FALSE,0,14
Hagen Reinhold,FDP,Rostock – Landkreis Rostock II,Mecklenburg-Vorpommern,24756,https://www.wen-waehlen.de/btw13/kandidaten/24756-hagen-reinhold.html,FALSE,0,14
Normen Schreiter,NPD,Rostock – Landkreis Rostock II,NA,25274,https://www.wen-waehlen.de/btw13/kandidaten/25274-normen-schreiter.html,FALSE,0,14
Michael Slobidnyk,PIRATEN,Rostock – Landkreis Rostock II,NA,25735,https://www.wen-waehlen.de/btw13/kandidaten/25735-michael-slobidnyk.html,TRUE,65,14
Peter Stein,CDU,Rostock – Landkreis Rostock II,Mecklenburg-Vorpommern,24049,https://www.wen-waehlen.de/btw13/kandidaten/24049-peter-stein.html,FALSE,0,14
Dr. Harald Terpe,GRÜNE,Rostock – Landkreis Rostock II,Mecklenburg-Vorpommern,23675,https://www.wen-waehlen.de/btw13/kandidaten/23675-frank-harald-terpe.html,TRUE,65,14
Renate Barbara Voß,MLPD,Rostock – Landkreis Rostock II,Mecklenburg-Vorpommern,28057,https://www.wen-waehlen.de/btw13/kandidaten/28057-renate-barbara-voss.html,FALSE,0,14
Steffen Wiechmann,Kennwort: direkt und unabhängig,Rostock – Landkreis Rostock II,NA,28119,https://www.wen-waehlen.de/btw13/kandidaten/28119-steffen-wiechmann.html,TRUE,65,14
Michael Harald Adomeit,Kennwort: Michael Adomeit,Vorpommern-Rügen – Vorpommern-Greifswald I,NA,26545,https://www.wen-waehlen.de/btw13/kandidaten/26545-michael-harald-adomeit.html,FALSE,0,15
Michael Andrejewski,NPD,Vorpommern-Rügen – Vorpommern-Greifswald I,Mecklenburg-Vorpommern,25275,https://www.wen-waehlen.de/btw13/kandidaten/25275-michael-andrejewski.html,FALSE,0,15
Jürgen Dettmann,FREIE WÄHLER,Vorpommern-Rügen – Vorpommern-Greifswald I,Mecklenburg-Vorpommern,25042,https://www.wen-waehlen.de/btw13/kandidaten/25042-juergen-dettmann.html,FALSE,0,15
Karin Kerstin Kassner,DIE LINKE,Vorpommern-Rügen – Vorpommern-Greifswald I,Mecklenburg-Vorpommern,24409,https://www.wen-waehlen.de/btw13/kandidaten/24409-karin-kerstin-kassner.html,FALSE,0,15
Gino Leonhard,FDP,Vorpommern-Rügen – Vorpommern-Greifswald I,Mecklenburg-Vorpommern,24757,https://www.wen-waehlen.de/btw13/kandidaten/24757-gino-leonhard.html,TRUE,65,15
Dr. Angela Dorothea Merkel,CDU,Vorpommern-Rügen – Vorpommern-Greifswald I,Mecklenburg-Vorpommern,24050,https://www.wen-waehlen.de/btw13/kandidaten/24050-angela-dorothea-merkel.html,FALSE,0,15
Claudia Müller,GRÜNE,Vorpommern-Rügen – Vorpommern-Greifswald I,Mecklenburg-Vorpommern,23676,https://www.wen-waehlen.de/btw13/kandidaten/23676-claudia-heike-mueller.html,TRUE,65,15
Sonja Amalie Steffen,SPD,Vorpommern-Rügen – Vorpommern-Greifswald I,Mecklenburg-Vorpommern,26108,https://www.wen-waehlen.de/btw13/kandidaten/26108-sonja-amalie-steffen.html,FALSE,0,15
Susanne Wiest,PIRATEN,Vorpommern-Rügen – Vorpommern-Greifswald I,Mecklenburg-Vorpommern,25736,https://www.wen-waehlen.de/btw13/kandidaten/25736-susanne-wiest.html,TRUE,65,15
Christian Bartelt,FDP,Mecklenburgische Seenplatte I – Vorpommern-Greifswald II,Mecklenburg-Vorpommern,24758,https://www.wen-waehlen.de/btw13/kandidaten/24758-christian-bartelt.html,FALSE,0,16
Dr. Uwe Bastian,PIRATEN,Mecklenburgische Seenplatte I – Vorpommern-Greifswald II,Mecklenburg-Vorpommern,25737,https://www.wen-waehlen.de/btw13/kandidaten/25737-uwe-bastian.html,TRUE,65,16
Dr. Volker Böhning,FREIE WÄHLER,Mecklenburgische Seenplatte I – Vorpommern-Greifswald II,Mecklenburg-Vorpommern,25043,https://www.wen-waehlen.de/btw13/kandidaten/25043-volker-boehning.html,FALSE,0,16
Holm Henning Freier,SPD,Mecklenburgische Seenplatte I – Vorpommern-Greifswald II,Mecklenburg-Vorpommern,26109,https://www.wen-waehlen.de/btw13/kandidaten/26109-holm-henning-freier.html,FALSE,0,16
Ralf Peter Siegfried Hässelbarth,GRÜNE,Mecklenburgische Seenplatte I – Vorpommern-Greifswald II,Mecklenburg-Vorpommern,23677,https://www.wen-waehlen.de/btw13/kandidaten/23677-ralf-peter-siegfried-haesselbarth.html,TRUE,65,16
Torsten Martin Koplin,DIE LINKE,Mecklenburgische Seenplatte I – Vorpommern-Greifswald II,Mecklenburg-Vorpommern,24410,https://www.wen-waehlen.de/btw13/kandidaten/24410-torsten-martin-koplin.html,TRUE,65,16
Matthias Lietz,CDU,Mecklenburgische Seenplatte I – Vorpommern-Greifswald II,Mecklenburg-Vorpommern,24051,https://www.wen-waehlen.de/btw13/kandidaten/24051-matthias-lietz.html,FALSE,0,16
Tino Müller,NPD,Mecklenburgische Seenplatte I – Vorpommern-Greifswald II,NA,25276,https://www.wen-waehlen.de/btw13/kandidaten/25276-tino-mueller.html,FALSE,0,16
Heidrun Bluhm,DIE LINKE,Mecklenburgische Seenplatte II – Landkreis Rostock III,Mecklenburg-Vorpommern,24411,https://www.wen-waehlen.de/btw13/kandidaten/24411-heidrun-bluhm.html,TRUE,65,17
Heidelinde Sylke Kerstin Felgner,GRÜNE,Mecklenburgische Seenplatte II – Landkreis Rostock III,Mecklenburg-Vorpommern,23678,https://www.wen-waehlen.de/btw13/kandidaten/23678-heidelinde-sylke-kerstin-felgner.html,TRUE,65,17
